system_id,catalog_name,planet_idx,spectral_type,stellar_mass,mass_earth,radius_earth,sma_au,ecc,inc_deg,eq_temp_k,class,type
146,UL-4067,7,M7,0.1181,0.0000,0.0636,3.3081,0.1333,24.11,45,Rocky,Frozen
146,UL-4067,8,M7,0.1181,0.0010,0.1803,3.4668,0.1971,6.78,44,Rocky,Dwarf Planet
146,UL-4067,9,M7,0.1181,0.0000,0.0623,5.9306,0.1747,19.26,33,Rocky,KBO
146,UL-4067,10,M7,0.1181,0.0002,0.1136,6.0056,0.0864,18.73,33,Rocky,Dwarf Planet
146,UL-4067,11,M7,0.1181,0.0000,0.0713,6.1936,0.0622,9.22,33,Rocky,KBO
147,JC-2958,0,M4,0.1944,0.2837,0.7029,0.0018,0.0089,0.95,2541,Rocky,Sub-Earth
147,JC-2958,1,M4,0.1944,0.5070,0.8140,0.0055,0.0074,2.79,1456,Rocky,Desert
147,JC-2958,2,M4,0.1944,0.0189,0.3496,0.0115,0.0080,0.30,1012,Rocky,Sub-Earth
147,JC-2958,3,M4,0.1944,0.3221,0.7273,0.0271,0.0091,3.56,658,Rocky,Sub-Earth
147,JC-2958,4,M4,0.1944,0.0415,0.3613,0.0632,0.0379,2.21,431,Rocky,Sub-Earth
147,JC-2958,5,M4,0.1944,0.0730,0.5121,0.0983,0.0407,1.39,346,Rocky,Sub-Earth
147,JC-2958,6,M4,0.1944,0.7061,0.7870,0.2655,0.0870,3.41,210,Rocky,Iron World
147,JC-2958,7,M4,0.1944,0.0000,0.0531,4.1820,0.2468,6.95,53,Rocky,Frozen
147,JC-2958,8,M4,0.1944,0.0003,0.1254,4.6171,0.2715,14.37,50,Rocky,Dwarf Planet
147,JC-2958,9,M4,0.1944,0.0000,0.0663,4.9185,0.2100,25.76,49,Rocky,KBO
147,JC-2958,10,M4,0.1944,0.0001,0.0906,5.0386,0.2979,0.67,48,Rocky,KBO
147,JC-2958,11,M4,0.1944,0.0005,0.1375,5.8349,0.2668,0.58,45,Rocky,Dwarf Planet
147,JC-2958,12,M4,0.1944,0.0001,0.0959,6.5787,0.1150,0.96,42,Rocky,Dwarf Planet
147,JC-2958,13,M4,0.1944,0.0001,0.0937,7.2228,0.2887,0.77,40,Rocky,KBO
147,JC-2958,14,M4,0.1944,0.0000,0.0537,9.2115,0.1818,19.19,36,Rocky,KBO
147,JC-2958,15,M4,0.1944,0.0000,0.0567,9.8152,0.2570,0.90,35,Rocky,KBO
147,JC-2958,16,M4,0.1944,0.0023,0.2259,11.0429,0.1993,17.29,33,Rocky,Dwarf Planet
147,JC-2958,17,M4,0.1944,0.0004,0.1498,13.6955,0.2891,24.41,29,Rocky,Dwarf Planet
148,WR-7803,0,M6,0.1288,0.7388,0.9065,0.0429,0.0088,3.98,413,Rocky,Desert
148,WR-7803,1,M6,0.1288,2.9602,2.0053,0.0887,0.0855,0.20,287,Transitional,Mini-Neptune
148,WR-7803,2,M6,0.1288,0.0895,0.4940,0.1574,0.1050,2.20,216,Rocky,Sub-Earth
149,RY-0228,0,M3,0.2505,0.1286,0.5515,0.1165,0.0342,0.80,367,Rocky,Sub-Earth
149,RY-0228,1,M3,0.2505,0.0003,0.1170,5.9163,0.0578,0.99,52,Rocky,Dwarf Planet
149,RY-0228,2,M3,0.2505,0.0000,0.0558,5.9959,0.1223,21.68,51,Rocky,KBO
149,RY-0228,3,M3,0.2505,0.0000,0.0740,6.7588,0.1705,2.36,48,Rocky,KBO
149,RY-0228,4,M3,0.2505,0.0001,0.0872,8.1720,0.0541,27.58,44,Rocky,KBO
149,RY-0228,5,M3,0.2505,0.0000,0.0612,8.4114,0.1684,17.27,43,Rocky,KBO
149,RY-0228,6,M3,0.2505,0.0001,0.0928,13.5950,0.0998,21.79,34,Rocky,KBO
149,RY-0228,7,M3,0.2505,0.0001,0.0984,13.9809,0.1286,4.27,34,Rocky,Dwarf Planet
149,RY-0228,8,M3,0.2505,0.0000,0.0802,16.0999,0.2484,1.21,31,Rocky,KBO
149,RY-0228,9,M3,0.2505,0.0001,0.0967,17.3336,0.2273,18.68,30,Rocky,Dwarf Planet
149,RY-0228,10,M3,0.2505,0.0000,0.0527,17.6993,0.2860,20.51,30,Rocky,KBO
150,YL-0697,0,M7,0.1042,1.3234,1.0020,0.0017,0.0088,2.58,1843,Rocky,Lava World
150,YL-0697,1,M7,0.1042,2.1083,1.3376,0.0049,0.0143,1.13,1081,Transitional,Super-Terran
150,YL-0697,2,M7,0.1042,0.1699,0.5566,0.0147,0.0082,3.53,624,Rocky,Sub-Earth
150,YL-0697,3,M7,0.1042,0.0298,0.3972,0.0355,0.0123,2.12,402,Rocky,Sub-Earth
150,YL-0697,4,M7,0.1042,2.0198,1.5943,0.1112,0.1487,3.31,227,Transitional,Mini-Neptune
151,VH-4772,0,K8,0.4991,86.0904,4.7749,3.9082,0.1400,2.27,94,Volatile,Ice Giant
151,VH-4772,1,K8,0.4991,632.4611,14.3024,4.9728,0.3214,2.52,84,Giant,Gas Giant
152,LP-9200,0,M1,0.3505,2.8595,1.9395,0.1167,0.0663,1.92,445,Transitional,Mini-Neptune
152,LP-9200,1,M1,0.3505,0.5285,0.8926,0.1681,0.0766,5.01,371,Rocky,Desert
152,LP-9200,2,M1,0.3505,2.9040,1.5119,0.2949,0.0876,5.11,280,Transitional,Mini-Neptune
152,LP-9200,3,M1,0.3505,0.0875,0.4915,0.5268,0.0893,1.24,210,Rocky,Sub-Earth
153,VV-2035,0,M2,0.2990,0.2549,0.7297,0.0045,0.0122,2.39,2081,Rocky,Sub-Earth
153,VV-2035,1,M2,0.2990,0.7511,1.0027,0.0134,0.0108,1.35,1198,Rocky,Desert
153,VV-2035,2,M2,0.2990,1.9696,1.1487,0.0610,0.0504,2.05,562,Rocky,Desert
153,VV-2035,3,M2,0.2990,0.0404,0.4360,0.2397,0.0835,0.59,284,Rocky,Sub-Earth
153,VV-2035,4,M2,0.2990,23.5775,3.1978,4.4499,0.2253,3.60,66,Volatile,Ice Giant
153,VV-2035,5,M2,0.2990,0.0001,0.1002,8.1221,0.1859,4.33,49,Rocky,Dwarf Planet
153,VV-2035,6,M2,0.2990,0.0000,0.0569,9.2967,0.1486,8.76,46,Rocky,KBO
153,VV-2035,7,M2,0.2990,0.0000,0.0764,12.2451,0.2223,2.82,40,Rocky,KBO
153,VV-2035,8,M2,0.2990,0.0000,0.0501,14.2105,0.2126,26.09,37,Rocky,KBO
153,VV-2035,9,M2,0.2990,0.0000,0.0678,16.0155,0.1536,28.04,35,Rocky,KBO
153,VV-2035,10,M2,0.2990,0.0001,0.0838,17.2402,0.0822,15.08,33,Rocky,KBO
153,VV-2035,11,M2,0.2990,0.0044,0.2677,24.8246,0.0629,7.12,28,Rocky,Dwarf Planet
153,VV-2035,12,M2,0.2990,0.0001,0.1010,25.7805,0.1407,17.12,27,Rocky,Dwarf Planet
154,AI-3596,0,K7,0.5677,0.0003,0.1305,14.4022,0.2360,3.73,53,Rocky,Dwarf Planet
154,AI-3596,1,K7,0.5677,0.0002,0.1243,17.2351,0.1474,13.15,48,Rocky,Dwarf Planet
154,AI-3596,2,K7,0.5677,0.0020,0.2208,19.7822,0.1893,8.96,45,Rocky,Dwarf Planet
154,AI-3596,3,K7,0.5677,0.0000,0.0485,24.1080,0.0535,9.58,41,Rocky,KBO
154,AI-3596,4,K7,0.5677,0.0000,0.0509,26.2845,0.2038,20.71,39,Rocky,KBO
154,AI-3596,5,K7,0.5677,0.0000,0.0591,29.6585,0.1174,18.75,37,Rocky,KBO
154,AI-3596,6,K7,0.5677,0.0013,0.1844,30.8138,0.1901,16.10,36,Rocky,Dwarf Planet
154,AI-3596,7,K7,0.5677,0.0000,0.0546,35.7828,0.1986,4.32,34,Rocky,KBO
154,AI-3596,8,K7,0.5677,0.0002,0.1148,37.8295,0.1139,13.13,33,Rocky,Dwarf Planet
154,AI-3596,9,K7,0.5677,0.0000,0.0489,39.1576,0.2577,7.02,32,Rocky,KBO
154,AI-3596,10,K7,0.5677,0.0001,0.0790,39.3433,0.0814,12.49,32,Rocky,KBO
154,AI-3596,11,K7,0.5677,0.0001,0.0952,47.3671,0.2278,13.65,29,Rocky,Dwarf Planet
155,FG-4526,0,M1,0.3564,107.5229,4.7204,0.2015,0.1992,1.59,342,Volatile,Puffy Saturn
155,FG-4526,1,M1,0.3564,41.4765,3.8869,0.8629,0.2342,3.60,165,Volatile,Warm Neptune
155,FG-4526,2,M1,0.3564,0.0003,0.1193,10.4787,0.1100,24.79,47,Rocky,Dwarf Planet
155,FG-4526,3,M1,0.3564,0.0000,0.0523,11.4671,0.2513,14.96,45,Rocky,KBO
155,FG-4526,4,M1,0.3564,0.0001,0.0975,13.6506,0.0749,27.13,42,Rocky,Dwarf Planet
155,FG-4526,5,M1,0.3564,0.0001,0.0894,17.1443,0.1473,15.33,37,Rocky,KBO
155,FG-4526,6,M1,0.3564,0.0001,0.0940,18.5652,0.1407,8.62,36,Rocky,Dwarf Planet
155,FG-4526,7,M1,0.3564,0.0001,0.0790,21.1697,0.1394,0.40,33,Rocky,KBO
155,FG-4526,8,M1,0.3564,0.0000,0.0578,22.2581,0.0702,6.02,33,Rocky,KBO
155,FG-4526,9,M1,0.3564,0.0000,0.0777,25.3005,0.2017,27.83,31,Rocky,KBO
155,FG-4526,10,M1,0.3564,0.0000,0.0708,26.6256,0.2187,13.83,30,Rocky,KBO
155,FG-4526,11,M1,0.3564,0.0000,0.0523,28.2602,0.2937,8.25,29,Rocky,KBO
155,FG-4526,12,M1,0.3564,0.0001,0.1047,30.9675,0.2961,20.27,28,Rocky,Dwarf Planet
156,LQ-3111,0,M6,0.1345,0.4691,0.7700,0.0022,0.0052,2.49,1851,Rocky,Sub-Earth
156,LQ-3111,1,M6,0.1345,0.2170,0.7175,0.0040,0.0093,1.95,1383,Rocky,Sub-Earth
156,LQ-3111,2,M6,0.1345,0.6071,0.8655,0.0187,0.0124,1.13,641,Rocky,Desert
156,LQ-3111,3,M6,0.1345,0.2232,0.5618,0.0650,0.0356,0.24,344,Rocky,Sub-Earth
156,LQ-3111,4,M6,0.1345,0.4947,0.7670,0.1861,0.0618,1.74,203,Rocky,Sub-Earth
157,NN-6023,0,G2,0.9812,3.0133,1.7112,0.3398,0.1113,1.21,468,Transitional,Mini-Neptune
157,NN-6023,1,G2,0.9812,0.0009,0.1710,30.1530,0.0937,0.06,50,Rocky,Dwarf Planet
157,NN-6023,2,G2,0.9812,0.0003,0.1276,32.3019,0.1876,20.61,48,Rocky,Dwarf Planet
157,NN-6023,3,G2,0.9812,0.0000,0.0530,33.6392,0.1037,2.17,47,Rocky,KBO
157,NN-6023,4,G2,0.9812,0.0002,0.1187,35.6856,0.1636,11.70,46,Rocky,Dwarf Planet
157,NN-6023,5,G2,0.9812,0.0001,0.0813,56.2883,0.2451,2.39,36,Rocky,KBO
157,NN-6023,6,G2,0.9812,0.0000,0.0605,57.3822,0.1436,23.09,36,Rocky,KBO
157,NN-6023,7,G2,0.9812,0.0000,0.0548,64.0738,0.2355,12.18,34,Rocky,KBO
157,NN-6023,8,G2,0.9812,0.0001,0.0987,73.2086,0.1080,9.26,32,Rocky,Dwarf Planet
157,NN-6023,9,G2,0.9812,0.0001,0.0894,87.0817,0.0972,17.91,29,Rocky,Dwarf Planet
157,NN-6023,10,G2,0.9812,2366.4011,19.3728,187.5267,0.3175,2.40,20,Giant,Gas Giant
158,LZ-0429,0,M8,0.0943,29.6416,3.6908,0.7854,0.1388,1.17,81,Volatile,Ice Giant
159,NE-4618,0,M1,0.3696,0.0884,0.3977,0.0091,0.0090,1.69,1646,Rocky,Sub-Earth
159,NE-4618,1,M1,0.3696,0.4759,0.7763,0.0173,0.0089,0.71,1193,Rocky,Sub-Earth
159,NE-4618,2,M1,0.3696,0.5909,0.9130,0.0681,0.0427,2.96,601,Rocky,Desert
159,NE-4618,3,M1,0.3696,0.3058,0.7212,0.5495,0.0792,1.68,212,Rocky,Sub-Earth
159,NE-4618,4,M1,0.3696,0.0000,0.0546,11.3296,0.0760,12.94,47,Rocky,KBO
159,NE-4618,5,M1,0.3696,0.0003,0.1179,14.0381,0.1103,11.71,42,Rocky,Dwarf Planet
159,NE-4618,6,M1,0.3696,0.0008,0.1804,17.0305,0.1905,21.04,38,Rocky,Dwarf Planet
159,NE-4618,7,M1,0.3696,0.0000,0.0673,20.3108,0.0800,13.97,35,Rocky,KBO
159,NE-4618,8,M1,0.3696,0.0002,0.1153,20.7755,0.2809,1.50,34,Rocky,Dwarf Planet
159,NE-4618,9,M1,0.3696,0.0000,0.0504,22.4218,0.1377,26.21,33,Rocky,KBO
159,NE-4618,10,M1,0.3696,0.0001,0.0989,24.5775,0.2518,20.02,32,Rocky,Dwarf Planet
159,NE-4618,11,M1,0.3696,0.0003,0.1214,27.9268,0.1996,0.63,30,Rocky,Dwarf Planet
159,NE-4618,12,M1,0.3696,0.0001,0.0782,28.1178,0.2451,19.46,30,Rocky,KBO
159,NE-4618,13,M1,0.3696,0.0001,0.1008,31.3860,0.1573,18.08,28,Rocky,Dwarf Planet
160,YJ-0256,0,M2,0.2832,0.0410,0.4466,0.0039,0.0095,0.71,2150,Rocky,Sub-Earth
160,YJ-0256,1,M2,0.2832,1.1807,1.0094,0.0106,0.0078,2.38,1305,Rocky,Desert
160,YJ-0256,2,M2,0.2832,0.1729,0.6022,0.0367,0.0095,2.72,703,Rocky,Sub-Earth
160,YJ-0256,3,M2,0.2832,0.2996,0.7065,0.1481,0.1103,1.37,350,Rocky,Sub-Earth
160,YJ-0256,4,M2,0.2832,0.0175,0.3323,0.3015,0.0776,1.62,245,Rocky,Sub-Earth
160,YJ-0256,5,M2,0.2832,0.0001,0.0915,6.7393,0.1968,8.77,52,Rocky,Dwarf Planet
160,YJ-0256,6,M2,0.2832,0.0000,0.0567,7.9631,0.1421,13.35,48,Rocky,KBO
160,YJ-0256,7,M2,0.2832,0.0000,0.0606,9.2187,0.0590,23.28,44,Rocky,KBO
160,YJ-0256,8,M2,0.2832,0.0001,0.1010,9.5889,0.1966,15.07,43,Rocky,Dwarf Planet
160,YJ-0256,9,M2,0.2832,0.0003,0.1183,9.5950,0.1058,26.00,43,Rocky,Dwarf Planet
160,YJ-0256,10,M2,0.2832,0.0004,0.1314,9.9157,0.2682,1.19,43,Rocky,Dwarf Planet
160,YJ-0256,11,M2,0.2832,0.0000,0.0662,17.2100,0.0763,9.64,32,Rocky,KBO
160,YJ-0256,12,M2,0.2832,0.0000,0.0498,19.1134,0.2179,13.92,31,Rocky,KBO
160,YJ-0256,13,M2,0.2832,0.0001,0.0890,20.0547,0.2947,25.17,30,Rocky,KBO
160,YJ-0256,14,M2,0.2832,0.0044,0.2422,23.1327,0.1507,7.27,28,Rocky,Dwarf Planet
161,WB-6624,0,M5,0.1697,0.1976,0.6448,0.0473,0.0066,0.84,461,Rocky,Sub-Earth
161,WB-6624,1,M5,0.1697,0.2807,0.8412,0.0810,0.0546,1.27,352,Rocky,Sub-Earth
161,WB-6624,2,M5,0.1697,0.5534,0.8721,0.1251,0.0747,2.05,283,Rocky,Terran
161,WB-6624,3,M5,0.1697,0.4800,0.8111,0.2061,0.0804,1.20,221,Rocky,Sub-Earth
161,WB-6624,4,M5,0.1697,0.0002,0.1057,3.5674,0.2198,25.45,53,Rocky,Frozen
161,WB-6624,5,M5,0.1697,0.0000,0.0521,3.7046,0.2312,16.89,52,Rocky,Frozen
161,WB-6624,6,M5,0.1697,0.0000,0.0489,4.0419,0.2376,10.27,50,Rocky,Frozen
161,WB-6624,7,M5,0.1697,0.0001,0.1018,5.3340,0.2573,22.46,43,Rocky,Dwarf Planet
161,WB-6624,8,M5,0.1697,0.0000,0.0497,5.7872,0.0996,21.12,42,Rocky,KBO
161,WB-6624,9,M5,0.1697,0.0001,0.1055,10.7043,0.1614,0.00,31,Rocky,Dwarf Planet
162,QG-2546,0,M4,0.1931,37.0388,3.8173,0.3823,0.1928,0.71,175,Volatile,Warm Neptune
163,EY-0720,0,M6,0.1510,0.2556,0.8078,0.0019,0.0093,2.24,2171,Rocky,Sub-Earth
163,EY-0720,1,M6,0.1510,1.1272,0.8904,0.0052,0.0067,0.43,1296,Rocky,Iron World
163,EY-0720,2,M6,0.1510,0.7652,0.8894,0.0126,0.0052,0.72,833,Rocky,Desert
163,EY-0720,3,M6,0.1510,1.0297,1.0215,0.0355,0.0070,2.33,498,Rocky,Desert
163,EY-0720,4,M6,0.1510,0.2360,0.7270,0.0867,0.0521,1.66,318,Rocky,Sub-Earth
163,EY-0720,5,M6,0.1510,0.1183,0.5875,0.2003,0.0828,0.35,209,Rocky,Sub-Earth
164,IG-7560,0,M3,0.2327,0.7668,0.9267,0.1054,0.0557,0.84,370,Rocky,Desert
164,IG-7560,1,M3,0.2327,0.1238,0.5759,0.2211,0.0554,1.96,256,Rocky,Sub-Earth
165,FQ-4592,0,M4,0.2260,1.9961,1.2010,0.3749,0.1111,2.33,193,Rocky,Frozen
165,FQ-4592,1,M4,0.2260,0.0000,0.0796,5.6391,0.2522,3.10,50,Rocky,KBO
165,FQ-4592,2,M4,0.2260,0.0047,0.2534,5.8211,0.2697,6.68,49,Rocky,Dwarf Planet
165,FQ-4592,3,M4,0.2260,0.0000,0.0609,6.8522,0.2786,10.04,45,Rocky,KBO
165,FQ-4592,4,M4,0.2260,0.0000,0.0621,7.2041,0.2845,16.08,44,Rocky,KBO
165,FQ-4592,5,M4,0.2260,0.0000,0.0524,9.7419,0.1934,9.95,38,Rocky,KBO
165,FQ-4592,6,M4,0.2260,0.0001,0.0803,12.8457,0.0813,1.36,33,Rocky,KBO
165,FQ-4592,7,M4,0.2260,0.0037,0.2337,13.5665,0.0862,13.24,32,Rocky,Dwarf Planet
166,SW-6638,0,F8,1.7858,40.6363,3.7999,2.8060,0.2192,2.62,296,Volatile,Warm Neptune
166,SW-6638,1,F8,1.7858,13.9916,2.8158,86.4131,0.2288,0.49,53,Volatile,Ice Giant
166,SW-6638,2,F8,1.7858,0.0000,0.0534,95.7012,0.0923,19.35,51,Rocky,KBO
166,SW-6638,3,F8,1.7858,0.0000,0.0530,102.4632,0.2344,26.43,49,Rocky,KBO
166,SW-6638,4,F8,1.7858,0.0005,0.1458,143.3340,0.1717,1.85,41,Rocky,Dwarf Planet
166,SW-6638,5,F8,1.7858,0.0001,0.1034,168.8042,0.0836,1.43,38,Rocky,Dwarf Planet
166,SW-6638,6,F8,1.7858,0.0000,0.0686,304.9830,0.2571,24.50,28,Rocky,KBO
166,SW-6638,7,F8,1.7858,0.0003,0.1211,338.6639,0.0666,18.55,27,Rocky,Dwarf Planet
167,HC-9396,0,M0,0.4175,0.3885,0.7280,0.0045,0.0111,0.40,2513,Rocky,Sub-Earth
167,HC-9396,1,M0,0.4175,0.1792,0.6197,0.0114,0.0078,3.69,1578,Rocky,Sub-Earth
167,HC-9396,2,M0,0.4175,0.2966,0.6877,0.0326,0.0091,2.10,931,Rocky,Sub-Earth
167,HC-9396,3,M0,0.4175,0.0729,0.5159,0.0529,0.0102,0.83,732,Rocky,Sub-Earth
167,HC-9396,4,M0,0.4175,0.9167,0.9347,0.1396,0.0451,1.95,450,Rocky,Desert
167,HC-9396,5,M0,0.4175,0.2806,0.7158,0.2523,0.0861,2.29,335,Rocky,Sub-Earth
167,HC-9396,6,M0,0.4175,0.6485,0.9607,0.6679,0.0918,1.98,206,Rocky,Terran
167,HC-9396,7,M0,0.4175,0.0000,0.0514,10.5278,0.1043,18.86,52,Rocky,KBO
167,HC-9396,8,M0,0.4175,0.0030,0.2207,13.7386,0.1123,3.06,45,Rocky,Dwarf Planet
167,HC-9396,9,M0,0.4175,0.0100,0.3259,16.6743,0.2330,16.07,41,Rocky,Dwarf Planet
167,HC-9396,10,M0,0.4175,0.0005,0.1471,17.7931,0.1524,5.54,40,Rocky,Dwarf Planet
167,HC-9396,11,M0,0.4175,0.0001,0.0871,18.5186,0.2463,0.31,39,Rocky,KBO
167,HC-9396,12,M0,0.4175,0.0000,0.0513,19.0670,0.2714,9.36,39,Rocky,KBO
167,HC-9396,13,M0,0.4175,0.0017,0.2207,23.1704,0.1764,25.28,35,Rocky,Dwarf Planet
167,HC-9396,14,M0,0.4175,0.0000,0.0565,24.0758,0.2096,1.53,34,Rocky,KBO
167,HC-9396,15,M0,0.4175,0.0001,0.0909,24.3188,0.0527,6.01,34,Rocky,Dwarf Planet
167,HC-9396,16,M0,0.4175,0.0000,0.0497,27.3837,0.1021,27.01,32,Rocky,KBO
167,HC-9396,17,M0,0.4175,0.0000,0.0628,34.1375,0.1566,21.89,29,Rocky,KBO
168,JZ-8178,0,M8,0.0825,0.3092,0.7642,0.0007,0.0057,3.06,2458,Rocky,Sub-Earth
168,JZ-8178,1,M8,0.0825,0.1737,0.6658,0.0021,0.0101,0.14,1444,Rocky,Sub-Earth
168,JZ-8178,2,M8,0.0825,0.2088,0.5476,0.0041,0.0098,4.10,1039,Rocky,Sub-Earth
168,JZ-8178,3,M8,0.0825,0.0388,0.4110,0.0092,0.0099,1.48,689,Rocky,Sub-Earth
168,JZ-8178,4,M8,0.0825,0.0135,0.3019,0.0195,0.0103,0.59,475,Rocky,Sub-Earth
168,JZ-8178,5,M8,0.0825,1.8489,1.1419,0.0401,0.0391,3.35,331,Rocky,Eyeball
168,JZ-8178,6,M8,0.0825,0.4537,0.7860,0.0887,0.0839,5.33,222,Rocky,Sub-Earth
169,QJ-9926,0,M8,0.0827,0.3763,0.7126,0.0244,0.0092,1.67,425,Rocky,Sub-Earth
169,QJ-9926,1,M8,0.0827,0.7447,0.9770,0.0505,0.0508,1.05,295,Rocky,Eyeball
169,QJ-9926,2,M8,0.0827,0.7665,1.0609,0.0872,0.1115,2.60,225,Rocky,Oceanic
170,TR-9587,0,K5,0.6399,0.2099,0.6481,0.2302,0.0852,2.73,448,Rocky,Sub-Earth
170,TR-9587,1,K5,0.6399,1.3479,1.0122,0.5410,0.0698,0.44,292,Rocky,Terran
170,TR-9587,2,K5,0.6399,3.2205,1.9176,0.9934,0.1402,0.86,216,Transitional,Mini-Neptune
171,NC-3264,0,M8,0.0840,0.1209,0.5647,0.0333,0.0066,1.11,366,Rocky,Sub-Earth
171,NC-3264,1,M8,0.0840,1.3088,1.1176,0.0889,0.0731,2.30,224,Rocky,Terran
172,FH-5181,0,M3,0.2461,0.0876,0.5591,0.0046,0.0091,0.79,1835,Rocky,Sub-Earth
172,FH-5181,1,M3,0.2461,2.6447,1.6748,0.0113,0.0229,2.02,1170,Transitional,Super-Terran
172,FH-5181,2,M3,0.2461,1.9975,1.1782,0.0447,0.0088,1.38,587,Rocky,Desert
172,FH-5181,3,M3,0.2461,0.1214,0.5323,0.2697,0.1035,2.29,239,Rocky,Sub-Earth
173,AB-8063,0,M0,0.4193,0.5449,0.7883,0.0063,0.0069,3.03,2117,Rocky,Lava World
173,AB-8063,1,M0,0.4193,0.2494,0.6432,0.0109,0.0096,0.65,1615,Rocky,Sub-Earth
173,AB-8063,2,M0,0.4193,0.4569,0.7950,0.0210,0.0087,0.53,1163,Rocky,Sub-Earth
173,AB-8063,3,M0,0.4193,4.3154,1.8839,0.0534,0.0120,2.82,730,Transitional,Mini-Neptune
173,AB-8063,4,M0,0.4193,2.8295,1.5494,0.1274,0.1115,0.44,473,Transitional,Mini-Neptune
173,AB-8063,5,M0,0.4193,2.5798,1.7840,0.2576,0.1269,2.15,332,Transitional,Mini-Neptune
173,AB-8063,6,M0,0.4193,0.1962,0.6879,0.5157,0.1084,2.97,235,Rocky,Sub-Earth
173,AB-8063,7,M0,0.4193,0.0002,0.1104,10.5312,0.0531,16.28,52,Rocky,Dwarf Planet
173,AB-8063,8,M0,0.4193,0.0000,0.0510,11.1114,0.1080,7.76,51,Rocky,KBO
173,AB-8063,9,M0,0.4193,0.0001,0.0936,11.5626,0.2967,14.59,50,Rocky,KBO
173,AB-8063,10,M0,0.4193,0.0082,0.2934,27.9031,0.0509,16.65,32,Rocky,Dwarf Planet
173,AB-8063,11,M0,0.4193,0.0002,0.1008,31.3930,0.1792,13.76,30,Rocky,Dwarf Planet
173,AB-8063,12,M0,0.4193,0.0006,0.1583,33.7085,0.2827,6.85,29,Rocky,Dwarf Planet
173,AB-8063,13,M0,0.4193,0.0000,0.0633,35.6374,0.2110,5.82,28,Rocky,KBO
173,AB-8063,14,M0,0.4193,0.0000,0.0508,35.7450,0.1037,20.53,28,Rocky,KBO
173,AB-8063,15,M0,0.4193,0.0000,0.0521,37.9399,0.1212,2.56,27,Rocky,KBO
174,WA-1314,0,M7,0.1148,1.6202,1.0842,0.0025,0.0063,1.44,1609,Rocky,Lava World
174,WA-1314,1,M7,0.1148,3.3530,1.9298,0.0056,0.0171,1.25,1067,Transitional,Super-Terran
174,WA-1314,2,M7,0.1148,1.1334,1.0903,0.0255,0.0096,2.96,501,Rocky,Desert
174,WA-1314,3,M7,0.1148,0.8432,0.9424,0.0900,0.0518,0.96,267,Rocky,Terran
175,FL-6007,0,M2,0.3053,0.3577,0.7124,0.0961,0.0282,3.75,453,Rocky,Sub-Earth
175,FL-6007,1,M2,0.3053,1.1839,0.9362,0.2268,0.1185,2.05,295,Rocky,Iron World
175,FL-6007,2,M2,0.3053,1.8573,1.1396,0.4187,0.0661,1.31,217,Rocky,Terran
175,FL-6007,3,M2,0.3053,24.6974,3.5992,7.2967,0.1665,1.82,52,Volatile,Ice Giant
176,XW-6031,0,M4,0.2218,0.0000,0.0514,6.4051,0.2828,4.50,46,Rocky,KBO
176,XW-6031,1,M4,0.2218,0.0000,0.0582,6.4101,0.1382,7.38,46,Rocky,KBO
176,XW-6031,2,M4,0.2218,0.0001,0.1030,6.4470,0.2415,17.53,46,Rocky,Dwarf Planet
176,XW-6031,3,M4,0.2218,0.0001,0.0936,8.4119,0.1792,14.87,40,Rocky,Dwarf Planet
176,XW-6031,4,M4,0.2218,0.0000,0.0574,8.4128,0.2948,21.27,40,Rocky,KBO
176,XW-6031,5,M4,0.2218,0.0001,0.1026,10.1736,0.2300,21.73,37,Rocky,Dwarf Planet
176,XW-6031,6,M4,0.2218,0.0002,0.1298,13.1473,0.1582,1.03,32,Rocky,Dwarf Planet
176,XW-6031,7,M4,0.2218,0.0000,0.0525,14.9644,0.2373,6.27,30,Rocky,KBO
176,XW-6031,8,M4,0.2218,0.0000,0.0567,15.8016,0.2515,25.18,29,Rocky,KBO
176,XW-6031,9,M4,0.2218,0.0001,0.0910,16.1978,0.1809,7.53,29,Rocky,KBO
176,XW-6031,10,M4,0.2218,0.0000,0.0676,16.4102,0.2556,12.48,29,Rocky,KBO
176,XW-6031,11,M4,0.2218,0.0000,0.0760,18.1315,0.1955,3.70,27,Rocky,KBO
177,QE-9349,0,M0,0.4221,3.0863,2.0191,0.1466,0.1293,3.87,442,Transitional,Mini-Neptune
177,QE-9349,1,M0,0.4221,2.1246,1.5835,0.2645,0.1530,1.85,329,Transitional,Mini-Neptune
177,QE-9349,2,M0,0.4221,0.0563,0.4639,0.5049,0.1267,0.88,238,Rocky,Sub-Earth
177,QE-9349,3,M0,0.4221,15.9035,3.1081,9.4114,0.2343,1.26,55,Volatile,Ice Giant
177,QE-9349,4,M0,0.4221,0.0001,0.0995,10.0465,0.1832,5.05,53,Rocky,Dwarf Planet
177,QE-9349,5,M0,0.4221,0.0001,0.1102,11.4434,0.1142,5.12,50,Rocky,Dwarf Planet
177,QE-9349,6,M0,0.4221,0.0001,0.0913,17.1424,0.2413,22.64,41,Rocky,Dwarf Planet
177,QE-9349,7,M0,0.4221,0.0000,0.0553,22.4263,0.2429,12.16,36,Rocky,KBO
177,QE-9349,8,M0,0.4221,0.0001,0.0838,22.4975,0.1058,4.17,36,Rocky,KBO
